Protein "Molecular weight (g/mol)" d00 d05 d10 d20 d20+06h d20+48h d00 d05 d10 d20 d20+06h d20+48h
Rv2838c 18998.3 140 130 101 79 106 135 8.3 6.9 4.6 8.3 4.1 22.5
Rv2839c 94008.9 856 987 859 744 889 1160 135.7 54.4 66.0 42.3 71.5 381.9
Rv2841c 37641.6 380 434 447 400 445 391 27.7 22.8 38.3 36.6 10.9 79.3
Rv2842c 19533.3 236 504 255 266 325 452 47.3 163.3 58.1 8.9 97.0 145.5
Rv2843 17735.1 237 254 226 176 240 258 24.3 45.6 86.6 20.2 24.1 42.5
Rv2844 16940.0 117 138 122 116 129 130 10.1 14.2 6.6 19.3 0.4 11.6
Rv2845c 63269.6 212 228 224 228 237 247 9.0 12.7 15.0 16.9 1.5 4.1
Rv2846c 55579.5 85 40 32 29 38 63 11.1 5.1 6.0 4.6 6.6 6.8
Rv2847c 41938.4 92 101 104 88 108 109 3.9 10.1 7.2 10.7 17.3 13.7
Rv2850c 66955.0 58 85 78 60 85 61 6.5 8.0 7.7 19.7 11.2 21.5
Rv2851c 17670.2 83 118 103 110 122 100 13.5 3.3 15.6 19.2 11.7 37.7
Rv2852c 53563.2 133 140 140 137 143 128 12.7 20.8 14.3 11.3 13.6 13.8
Rv2855 49945.7 334 305 224 235 238 289 59.1 32.8 75.5 24.3 30.1 83.5
Rv2857c 26772.4 83 50 47 37 40 75 9.3 1.8 5.8 1.6 4.6 22.7
Rv2858c 48258.7 255 252 248 220 243 272 13.8 7.7 12.3 17.7 18.9 38.6
Rv2859c 32409.6 149 146 116 107 114 189 27.2 5.8 13.2 15.2 5.2 37.7
Rv2860c 49715.4 153 151 155 129 133 147 16.9 17.6 2.5 20.1 11.0 5.1
Rv2861c 30891.0 579 669 593 481 452 561 22.0 39.5 65.1 41.3 52.1 214.6
Rv2868c 40450.3 843 1105 1106 986 1001 1053 59.5 21.5 60.1 136.0 52.9 135.1
Rv2869c 42834.2 114 83 74 61 69 106 9.1 4.0 2.6 9.6 1.5 21.7
Rv2870c 42821.4 72 113 109 93 104 83 18.9 5.6 3.0 6.8 7.7 7.2
Rv2872 16595.7 39 48 54 44 47 39 5.0 6.0 11.9 2.9 9.4 3.9
Rv2873 22070.1 209 195 202 151 233 232 25.0 31.3 14.6 16.4 21.1 70.2
Rv2878c 18383.0 309 324 226 116 112 205 55.2 40.4 80.2 21.1 3.3 21.7
Rv2882c 20827.6 1739 1911 2131 2026 1730 1800 123.3 60.6 152.5 141.7 349.0 253.4
Rv2883c 27429.6 394 490 473 381 389 448 35.5 27.2 20.0 28.3 28.2 123.1
Rv2887 14690.1 74 70 67 62 62 70 9.0 9.5 21.3 2.0 2.2 10.5
Rv2888c 50916.1 372 336 390 331 390 369 31.3 18.3 47.5 22.4 9.0 37.1
Rv2889c 28754.7 1790 1815 1714 1777 1693 2312 251.1 97.9 58.9 321.1 85.2 378.0
Rv2890c 31089.3 3062 2716 2421 2351 2732 3175 280.7 159.6 603.0 40.8 205.0 187.1
Rv2893 34617.2 42 48 62 54 46 60 8.1 3.9 8.6 6.4 1.2 19.2
Rv2895c 30570.6 419 460 415 369 380 468 10.0 32.0 13.4 54.1 26.4 80.1
Rv2901c 12225.8 196 245 244 228 264 212 31.4 22.1 7.9 26.6 14.1 65.2
Rv2903c 31848.2 288 229 215 214 265 287 13.5 11.7 24.9 7.7 41.9 18.3
Rv2904c 13013.1 805 626 488 578 656 870 152.5 155.8 159.2 96.6 63.0 265.1
Rv2908c 8520.7 718 495 443 427 417 582 24.7 29.8 43.8 42.6 52.5 80.0
Rv2909c 17437.1 1131 1447 916 893 1019 1508 432.1 556.6 152.7 85.6 54.2 684.4
Rv2911 29746.7 99 90 55 35 34 63 5.7 10.5 9.7 1.4 0.7 6.1
Rv2916c 54969.5 538 577 536 427 478 519 47.3 144.0 61.2 39.6 65.3 111.9
Rv2918c 86437.8 22 17 13 10 18 20 1.4 1.6 7.5 3.3 2.6 3.3
Rv2919c 12227.0 248 268 271 277 254 323 10.4 25.7 12.4 44.8 13.9 40.5
Rv2921c 43999.2 239 231 272 241 258 262 20.2 14.7 35.9 21.1 41.2 57.4
Rv2922A 10205.6 171 122 124 122 129 145 21.1 17.8 24.7 28.2 27.0 18.9
Rv2922c 130605.0 278 323 304 260 256 314 23.6 36.6 14.1 35.6 19.7 38.5
Rv2923c 14853.8 155 201 214 220 215 201 23.3 7.7 16.3 15.4 15.6 31.2
Rv2925c 25398.9 265 342 363 341 337 262 6.5 11.0 24.5 42.9 15.9 55.6
Rv2927c 26953.8 727 1479 1463 1466 1482 893 135.3 116.8 234.2 77.1 62.3 205.8
Rv2928 29151.8 606 724 583 519 546 702 8.7 20.2 85.4 73.6 45.8 30.5
Rv2930 63044.0 512 277 296 288 381 758 84.3 63.0 12.4 43.2 10.5 156.6
Rv2931 198835.0 283 436 566 423 427 407 81.6 86.2 11.9 156.3 77.2 63.1
Rv2932 162496.0 163 150 136 136 147 194 45.1 6.6 7.4 10.4 2.2 47.0
Rv2933 230622.0 546 4482 3756 3855 3807 2258 113.1 244.5 1264.5 725.6 519.7 397.4
Rv2934 193315.0 359 353 310 298 302 384 104.0 35.7 90.2 37.5 37.5 61.1
Rv2935 158713.0 947 792 667 763 829 1104 189.9 99.8 155.2 21.4 132.0 41.2
Rv2936 35818.2 273 215 177 180 196 389 71.9 23.5 43.7 15.7 29.1 86.9
Rv2939 45428.8 235 227 148 145 179 222 25.1 3.4 37.0 23.1 57.2 20.6
Rv2940c 224380.0 1168 992 762 825 1027 1528 337.9 5.2 196.3 76.0 175.2 184.8
Rv2941 62640.7 1538 1471 1407 1177 1311 1682 74.7 122.9 211.9 20.3 180.5 358.6
Rv2942 95121.9 146 134 138 131 130 148 9.0 10.6 18.0 12.9 21.8 16.9
Rv2945c 24140.2 726 751 565 371 395 746 127.2 50.4 101.8 71.7 98.1 67.1
Rv2946c 166640.0 123 53 44 84 52 80 87.8 9.0 5.2 72.0 4.9 3.5
Rv2947c 51669.8 131 63 57 53 63 161 25.4 1.7 6.0 9.5 5.8 24.8
Rv2948c 75198.2 248 175 147 135 146 274 70.8 4.6 25.5 16.3 24.3 35.5
Rv2949c 22587.0 334 190 149 145 158 354 105.2 21.5 11.9 8.8 9.1 38.4
Rv2950c 67446.5 307 225 204 198 224 366 20.0 18.8 22.6 9.2 36.9 57.9
Rv2951c 41315.6 357 295 417 414 425 412 30.7 43.0 121.6 58.1 16.0 92.3
Rv2952 30651.6 618 449 409 402 430 589 72.1 67.9 62.5 30.2 8.9 22.0
Rv2953 45104.2 431 301 300 354 349 351 75.6 51.7 52.2 12.7 24.2 57.6
Rv2954c 27144.1 301 168 173 159 141 306 30.8 54.0 46.5 76.6 48.9 56.2
Rv2955c 35918.3 186 172 201 218 226 225 8.0 14.2 10.1 15.5 28.4 24.7
Rv2956 26534.2 168 143 151 141 172 119 8.7 29.6 54.9 21.6 5.2 16.9
Rv2959c 27844.5 150 181 102 108 130 159 33.6 19.6 21.6 10.8 27.4 9.9
Rv2962c 49401.0 185 163 129 127 163 227 6.3 51.8 6.9 16.5 2.4 106.5
Rv2964 34006.0 38 47 46 34 42 28 4.9 3.6 5.1 3.2 6.0 10.3
Rv2965c 17628.3 112 132 128 117 127 105 13.7 22.8 8.7 12.5 5.1 3.7
Rv2967c 120392.0 334 307 339 289 331 286 14.8 13.7 35.1 29.2 54.6 55.4
Rv2969c 26829.5 1080 859 837 744 834 936 80.6 30.0 69.1 82.8 71.8 152.3
Rv2970c 40134.7 386 436 395 387 425 459 36.8 35.4 80.3 17.3 45.1 100.5
Rv2971 30332.0 1587 1998 1726 1743 1769 1819 150.8 12.1 69.6 224.0 77.6 253.7
Rv2976c 24449.1 221 184 177 146 156 216 4.7 18.5 5.2 18.7 9.5 27.3
Rv2977c 34298.5 142 142 136 146 139 184 9.9 12.4 9.8 25.3 15.2 20.4
Rv2981c 39678.2 347 329 279 258 295 331 35.1 19.5 34.7 22.4 12.3 32.0
Rv2982c 33992.0 148 195 183 153 141 150 3.0 2.9 14.8 7.9 3.8 39.8
Rv2984 83039.3 327 308 299 279 329 301 26.1 17.4 11.0 22.1 19.9 61.8
Rv2985 34748.3 90 107 116 110 119 97 6.9 12.0 10.1 5.6 8.3 29.4
Rv2986c 22187.3 3656 4476 6267 4172 3773 5385 4406.6 3396.5 2742.6 909.2 413.2 4379.3
Rv2987c 21779.8 199 153 119 126 137 179 44.4 10.8 17.9 12.6 34.5 33.0
Rv2988c 50185.0 229 184 173 143 170 182 19.3 20.1 1.7 30.8 28.8 33.4
Rv2989 24283.9 108 91 82 88 101 129 20.8 16.5 16.4 2.4 15.8 32.1
Rv2991 18203.7 70 75 76 68 80 73 1.7 7.1 8.1 3.7 4.8 16.1
Rv2992c 53832.0 546 549 462 420 432 581 43.3 35.0 23.4 25.5 31.7 55.3
Rv2993c 25341.1 708 759 735 668 699 850 61.8 42.8 30.4 30.3 41.9 176.3
Rv2995c 35306.1 875 1303 1120 868 986 945 177.8 174.4 219.7 92.2 121.8 110.7
Rv2996c 54522.2 2898 4128 3937 3389 3717 3364 265.4 332.5 545.7 441.8 391.0 434.8
Rv2999 33949.6 129 119 110 110 136 156 33.4 9.6 17.5 20.9 15.9 15.8
Rv3001c 36090.1 2174 2228 2245 2204 2347 2429 83.3 51.7 49.4 286.6 162.2 277.2
Rv3002c 18186.9 528 480 445 431 478 685 68.3 35.4 31.6 38.4 47.0 27.7
Rv3003c 66090.7 378 342 273 296 353 503 46.7 36.4 23.7 32.6 60.6 23.0
Rv3006 38752.1 120 139 124 94 113 141 7.7 27.8 11.7 9.3 15.0 23.7
Rv3009c 54632.9 597 632 498 447 454 563 15.4 13.0 100.0 40.3 49.8 152.0
Rv3010c 36880.0 191 215 243 203 250 277 6.9 22.5 25.9 14.8 34.2 54.1
Rv3011c 51388.2 457 468 454 434 454 477 40.5 44.6 4.0 28.1 11.6 65.0
Rv3012c 10716.0 517 428 271 278 353 448 111.9 21.2 83.8 87.9 7.5 65.6
Rv3013 22967.2 119 144 136 137 146 148 9.6 3.3 9.1 2.8 5.0 20.9
Rv3014c 75257.1 190 212 327 299 206 211 31.1 27.1 173.3 129.6 15.7 39.8
Rv3015c 34211.9 210 235 303 315 251 256 16.9 24.9 30.5 64.3 27.7 87.6
Rv3025c 40947.4 131 125 108 103 86 121 12.8 2.6 11.3 5.4 6.6 14.1
Rv3028c 31691.0 6054 7196 6164 6507 5963 6451 772.6 453.8 411.2 1128.3 489.3 859.7
Rv3029c 28080.8 4182 5119 5083 5222 4648 4994 394.5 176.0 431.2 311.5 312.3 1432.5
Rv3031 57797.3 72 134 139 120 136 98 5.1 26.7 14.2 3.5 16.6 15.9
Rv3033 19271.8 187 192 190 159 172 196 8.5 10.5 8.8 15.1 21.7 35.6
Rv3034c 33032.3 86 65 92 73 80 67 11.6 0.5 29.8 8.3 7.5 6.8
Rv3035 37305.0 52 55 48 48 58 73 4.4 2.3 9.1 0.3 9.3 13.4
Rv3036c 24406.7 200 233 187 87 84 187 11.3 13.0 41.8 17.8 4.8 27.9
Rv3038c 36049.7 313 131 125 138 146 311 27.8 9.3 25.4 24.1 9.0 18.1
Rv3039c 26505.9 158 153 173 162 158 167 3.6 13.8 27.6 22.3 37.7 29.0
Rv3040c 31485.2 323 351 377 328 357 331 13.2 11.7 22.9 14.2 39.9 91.2
Rv3041c 31249.4 171 192 199 199 195 162 14.3 31.2 40.0 23.8 20.0 53.2
Rv3042c 43058.7 427 421 429 452 445 430 16.6 25.4 51.5 93.3 33.5 46.0
Rv3043c 63654.7 459 384 274 220 252 404 6.0 36.8 26.4 7.7 52.8 47.4
Rv3044 36910.4 228 213 216 161 170 221 7.2 24.7 19.5 9.9 22.9 24.2
Rv3045 37075.3 875 1154 1077 851 969 1031 71.8 38.3 102.1 22.3 46.5 119.8
Rv3046c 13350.8 329 326 302 221 248 256 33.7 12.2 12.8 23.4 24.6 96.2
Rv3048c 36959.5 389 519 431 432 447 387 21.5 64.8 114.8 3.8 45.0 39.4
Rv3049c 58744.6 61 29 43 50 45 56 7.0 3.6 6.8 7.1 5.9 11.0
Rv3050c 27586.6 358 371 384 387 404 371 19.6 32.3 58.7 19.7 60.2 28.8
Rv3051c 79290.8 536 667 678 582 715 768 14.9 54.4 70.1 42.2 95.0 149.1
Rv3052c 16490.7 101 58 53 72 74 79 24.3 6.0 4.6 24.6 16.7 21.4
Rv3054c 19062.6 212 166 104 149 674 566 85.1 31.7 26.3 53.5 216.3 189.0
Rv3058c 23803.0 171 161 152 146 144 129 13.7 9.4 31.2 16.8 26.8 12.1
Rv3059 56227.7 63 97 115 102 102 65 12.4 2.7 31.9 3.5 8.7 8.4
Rv3061c 76741.1 165 210 211 195 213 178 5.1 45.1 34.3 11.8 23.5 21.7
Rv3068c 58265.7 284 294 269 244 267 247 30.4 22.6 44.4 24.3 25.1 69.3
Rv3075c 33100.2 754 922 991 959 971 891 61.1 61.0 18.3 77.8 59.9 106.7
Rv3079c 30064.4 96 114 106 98 100 120 7.5 9.8 4.4 5.4 3.5 28.3
Rv3080c 119418.0 29 45 63 52 54 28 3.6 4.6 3.8 5.1 3.2 5.5
Rv3084 32616.7 84 114 144 147 170 103 15.1 12.0 22.8 23.9 28.2 8.7
Rv3086 38341.7 137 279 350 296 318 166 23.2 67.2 106.2 98.5 116.2 50.7
Rv3087 52597.1 70 115 145 125 142 76 5.0 10.0 19.3 16.4 25.5 15.3
Rv3088 50886.5 52 101 128 132 145 72 12.3 19.6 8.2 31.4 6.3 1.3
Rv3089 54459.5 281 312 407 450 473 313 7.2 67.2 74.2 212.5 42.0 104.3
Rv3090 32270.9 300 265 229 213 244 282 38.1 23.0 29.7 18.3 35.8 53.0
Rv3091 61645.5 161 168 169 170 191 163 12.6 11.4 15.3 8.1 14.1 4.8
Rv3092c 31852.8 115 133 97 122 141 181 18.3 11.5 16.4 9.2 22.0 38.1
Rv3093c 34565.6 425 622 585 584 600 748 62.7 34.8 68.8 40.3 65.1 99.6
Rv3094c 40296.8 878 1643 1368 1473 1749 2419 322.8 96.0 216.0 225.2 107.2 388.0
Rv3095 17801.4 352 357 361 289 341 409 18.5 64.2 71.0 18.7 67.6 71.8
Rv3099c 30475.7 607 802 826 713 782 659 60.1 60.0 34.8 72.1 65.2 125.4
Rv3101c 32787.4 111 114 99 104 116 113 33.7 22.2 31.1 1.9 18.5 6.7
Rv3102c 25596.5 653 565 453 490 536 771 60.2 44.4 43.2 24.8 77.0 133.0
Rv3104c 33380.6 145 130 145 135 167 142 10.6 9.5 13.8 9.9 25.0 20.1
Rv3105c 42125.0 434 500 524 436 462 515 29.9 29.9 29.0 28.6 26.7 102.3
Rv3106 49341.1 148 140 95 101 104 144 17.5 24.8 9.8 11.3 15.4 20.3
Rv3107c 56520.5 66 63 52 49 55 52 8.7 1.5 5.9 11.2 5.3 6.6
Rv3116 41667.6 94 96 61 54 68 61 7.1 19.9 5.4 2.6 12.5 4.0
Rv3119 15920.2 234 154 124 122 121 211 5.8 9.1 14.7 7.8 3.6 34.8
Rv3120 21827.9 188 140 118 120 147 214 5.7 17.8 28.6 11.5 25.8 34.4
Rv3121 43730.9 50 33 35 34 31 34 3.3 4.6 0.9 1.4 6.2 7.7
Rv3127 38488.6 149 5164 6141 4576 4622 1043 24.8 615.7 1229.9 366.2 258.5 191.6
Rv3130c 50720.6 113 1679 1476 1478 1685 490 20.8 320.9 341.5 89.9 196.8 45.3
Rv3131 35978.4 180 3425 3710 4059 4155 925 28.7 418.8 251.3 258.8 290.2 44.6
Rv3132c 62240.6 226 699 838 597 611 303 34.7 41.3 137.6 60.6 70.4 43.2
Rv3133c 23261.9 203 3083 3734 1934 1951 887 53.7 106.6 658.1 472.9 177.1 245.4
Rv3134c 28007.9 135 1985 2005 1698 1562 347 15.9 196.2 99.4 58.1 177.4 11.2
Rv3136 37979.9 281 414 255 171 194 251 28.2 120.3 55.5 21.7 28.8 61.4
Rv3137 27661.1 247 284 279 254 287 239 42.4 18.5 10.0 4.6 5.0 59.3
Rv3139 49646.4 563 852 1209 1125 1312 784 99.7 158.5 278.2 373.7 269.1 101.9
Rv3140 43344.2 740 1923 2509 1977 2039 1425 6.4 293.6 552.6 743.6 564.8 304.0
Rv3141 33852.8 317 350 368 297 331 356 11.8 28.5 22.5 8.0 34.2 62.1
Rv3143 14353.6 478 449 480 483 507 471 26.1 29.9 28.6 62.1 138.6 61.7
Rv3144c 39036.6 41 19 13 12 12 23 8.9 1.9 5.5 2.1 1.5 5.9
Rv3145 13957.4 118 79 71 58 68 72 17.6 7.6 9.0 9.2 6.4 13.4
Rv3146 20186.8 301 235 194 153 171 181 8.2 22.2 12.0 13.4 13.8 50.1
Rv3147 26932.1 380 341 311 303 288 288 75.3 41.5 13.1 16.4 23.9 63.2
Rv3148 48164.5 335 275 217 197 224 209 9.2 34.2 9.7 20.8 14.2 35.4
Rv3149 27165.6 560 482 463 424 414 389 48.5 25.0 26.7 35.2 57.7 88.6
Rv3150 48101.6 387 366 319 256 302 264 32.8 33.1 14.9 19.5 20.9 73.3
Rv3151 85392.1 620 548 505 465 526 427 52.2 78.9 65.4 64.4 105.4 104.9
Rv3152 44657.6 92 93 73 73 68 96 42.7 7.7 9.1 9.6 11.8 50.6
Rv3153 23434.4 307 260 243 219 228 197 20.2 19.0 42.7 6.2 12.4 42.1
Rv3154 27589.3 320 239 224 186 223 197 21.5 24.3 3.1 15.1 4.6 37.1
Rv3156 66135.7 213 108 91 79 90 123 28.6 6.6 10.1 5.2 14.2 24.1
Rv3157 59175.1 111 86 92 84 95 93 13.3 9.6 8.1 3.4 8.2 21.0
Rv3158 55342.2 263 222 258 226 226 189 21.0 39.4 19.9 34.7 8.2 19.9
Rv3161c 42504.2 496 624 666 534 843 470 64.0 185.5 254.0 235.1 421.6 81.4
Rv3168 42529.2 253 215 212 219 239 197 22.0 23.2 28.8 25.3 7.9 12.0
Rv3169 41759.8 227 248 225 205 214 199 69.1 24.0 33.1 13.3 8.5 32.3
Rv3173c 21566.6 84 69 71 72 79 87 1.9 6.2 11.9 6.7 6.1 8.1
Rv3188 12817.6 46 62 69 58 64 40 0.5 11.5 6.9 1.7 4.2 11.6
Rv3190A 7632.8 122 77 60 61 73 181 9.1 2.5 8.6 10.7 15.0 44.7
Rv3190c 47449.9 26 18 15 17 20 26 6.4 0.6 2.8 4.3 1.1 7.2
Rv3193c 107470.0 489 469 409 418 451 498 40.1 24.9 13.4 25.9 64.0 49.8
Rv3194c 35440.6 110 101 93 86 100 114 10.1 3.9 15.0 2.9 5.9 9.4
Rv3196A 7253.0 733 716 632 477 482 386 47.2 190.1 157.0 81.8 83.9 193.8
Rv3197 49121.9 255 1948 2846 2006 1863 701 55.3 526.3 920.4 1373.4 157.3 525.4
Rv3198A 8963.2 317 147 96 103 110 302 11.8 19.0 34.9 6.6 2.1 33.0
Rv3198c 75603.7 39 29 24 25 21 41 3.0 2.1 4.6 1.9 6.8 3.0
Rv3200c 38099.9 349 352 372 383 394 375 39.2 19.1 31.4 29.5 7.7 91.8
Rv3203 23624.1 92 81 67 58 45 76 14.1 13.0 7.8 8.2 7.0 14.4
Rv3205c 31351.9 546 761 821 659 790 722 46.7 22.6 41.6 23.3 59.6 41.4
Rv3206c 42141.4 803 942 702 770 868 679 160.6 99.5 65.1 88.5 62.0 107.7
Rv3207c 31033.9 195 144 102 65 77 144 20.8 2.9 10.3 14.5 5.1 6.0
Rv3208 25166.3 215 177 149 134 150 163 12.9 12.8 15.6 4.2 11.3 8.8
Rv3208A 9400.5 1475 1426 1617 1632 1272 1572 36.3 14.8 131.4 62.7 167.6 225.4
Rv3210c 25121.4 165 179 180 166 172 161 4.8 8.9 20.4 25.0 16.4 54.9
Rv3211 56703.1 367 326 257 181 302 371 80.9 23.2 17.7 18.8 19.9 104.6
Rv3212 42506.1 191 187 160 156 173 188 24.4 20.5 10.8 8.3 29.3 33.2
Rv3213c 28575.3 281 176 161 131 151 255 24.4 13.1 13.2 10.0 20.5 43.0
Rv3214 21948.8 358 369 357 344 358 354 48.7 18.5 36.6 30.4 26.0 31.7
Rv3215 38905.7 198 184 156 136 152 164 12.6 25.3 9.7 14.0 30.6 36.7
Rv3218 34474.5 81 95 100 91 109 101 4.6 6.3 11.7 19.4 30.8 32.9
Rv3220c 54012.5 230 203 193 182 239 191 31.9 38.8 27.6 15.1 10.1 38.3
Rv3221A 11257.7 215 208 185 172 181 200 29.3 6.3 28.6 12.9 29.4 54.0
Rv3223c 24225.1 650 579 564 525 572 700 43.1 34.1 28.2 25.9 66.7 51.8
Rv3224 29814.4 1809 2160 2012 1721 1987 2352 119.2 214.3 156.1 30.5 48.1 514.4
Rv3225c 51239.3 33 26 20 29 31 34 2.0 2.8 5.8 8.3 7.5 11.2
Rv3226c 27640.4 112 96 86 94 85 135 9.1 7.8 10.7 8.2 10.8 11.4
Rv3227 46393.8 245 277 261 257 262 288 26.6 15.1 22.9 28.9 14.6 59.5
Rv3228 34857.8 197 232 226 256 265 206 22.9 21.9 30.9 31.0 29.4 23.5
Rv3231c 17765.0 84 96 94 89 81 87 2.7 9.2 12.0 13.8 15.0 10.4
Rv3232c 34092.0 168 142 150 150 154 132 5.7 9.0 16.5 13.4 8.7 44.7
Rv3237c 17233.6 201 218 251 223 215 188 38.7 22.2 47.0 32.0 29.8 25.0
Rv3240c 105990.0 548 705 614 644 652 699 48.1 25.5 48.6 23.7 29.3 143.1
Rv3241c 24534.7 152 408 372 342 338 160 33.1 27.5 42.1 7.7 12.3 26.4
Rv3244c 61151.1 261 297 314 266 261 246 5.2 13.7 55.4 29.0 16.6 30.3
Rv3245c 61636.6 37 42 36 37 42 38 2.8 1.3 7.7 4.0 2.8 4.0
Rv3246c 25279.3 1758 3245 2669 2563 2759 2051 374.9 187.7 441.0 330.2 269.7 444.9
Rv3247c 22602.5 446 493 462 421 436 571 75.1 66.3 51.6 32.7 24.7 123.2
Rv3248c 54323.6 4349 6001 5826 5308 5315 5894 517.5 272.6 190.2 32.0 258.0 266.9
Rv3249c 22767.9 86 66 53 75 107 105 7.8 4.6 12.0 16.4 10.1 37.9
Rv3250c 6765.4 122 60 49 45 84 92 23.8 11.1 15.4 3.3 31.5 19.2
Rv3252c 47014.3 38 47 35 29 44 31 3.2 4.6 11.8 7.6 11.6 2.3
Rv3254 51518.1 48 54 55 53 53 44 8.0 4.6 6.3 2.9 3.0 14.9
Rv3255c 43339.2 279 329 333 330 301 304 13.1 10.9 32.6 26.4 67.0 19.0
Rv3256c 35277.4 274 294 257 240 305 291 6.1 10.7 46.8 20.4 54.2 34.6
Rv3257c 49041.0 268 312 311 288 242 319 36.6 11.4 7.4 19.4 51.3 63.7
Rv3260c 10138.5 81 66 68 52 62 107 13.9 19.9 18.1 5.4 9.5 20.0
Rv3261 35303.1 107 111 109 105 113 111 9.9 8.0 12.3 8.8 4.9 27.4
Rv3262 47560.3 290 295 283 252 262 315 20.6 16.7 30.5 7.4 15.2 53.6
Rv3264c 37839.0 834 983 879 777 864 908 42.4 29.1 48.6 48.5 60.2 120.7
Rv3265c 33262.8 84 121 90 95 107 98 25.0 22.0 10.2 5.6 4.0 6.6
Rv3266c 32044.8 62 281 548 357 149 95 3.3 85.1 560.6 324.3 78.6 39.6
Rv3267 51281.5 98 62 53 42 47 87 11.0 1.7 8.9 2.8 6.3 10.3
Rv3268 23723.0 138 166 154 145 159 172 59.2 46.7 38.1 6.7 21.4 79.4
Rv3269 9750.2 561 853 976 974 1100 1122 57.2 159.2 319.9 174.4 156.1 218.9
Rv3270 76495.1 302 312 307 323 361 347 45.7 21.2 51.8 22.4 44.7 44.4
Rv3272 42458.6 183 159 150 131 149 145 17.2 20.9 20.0 4.9 6.8 20.2
Rv3273 80533.6 692 525 443 461 521 612 24.8 63.4 30.3 23.2 64.9 102.5
Rv3274c 41723.4 1938 2258 2174 2004 2155 2194 66.5 119.8 100.9 197.0 54.0 307.0
Rv3275c 17674.5 48 56 65 69 70 72 2.0 5.3 8.2 5.0 12.4 20.6
Rv3276c 45695.1 316 344 349 303 321 300 15.5 14.0 20.5 11.6 1.6 51.5
Rv3278c 19820.0 111 110 139 112 104 95 4.5 5.0 18.8 31.3 14.3 12.4
Rv3279c 28089.0 50 43 40 41 36 37 5.8 4.1 7.1 3.8 8.2 10.9
Rv3280 59354.2 1712 1565 1354 1229 1363 1548 166.1 61.0 236.2 139.7 105.1 264.1
Rv3281 19013.5 834 695 722 751 740 742 126.6 38.9 79.9 70.3 22.6 72.3
Rv3283 33288.4 731 881 885 722 813 875 47.8 50.0 68.1 30.9 22.9 77.3
Rv3285 63751.0 4411 4198 3649 3171 3294 3908 663.7 309.0 156.8 154.6 104.6 650.4
Rv3287c 15550.6 177 420 477 450 485 262 11.6 71.5 157.4 32.0 27.4 49.7
Rv3290c 49012.1 211 1382 2336 2097 2150 672 49.3 544.8 55.0 172.4 102.6 125.3
Rv3291c 16510.6 161 209 251 240 260 183 13.5 16.0 37.2 4.8 27.4 25.6
Rv3292 45332.0 285 349 397 365 388 388 43.9 41.9 49.1 25.1 11.0 111.0
Rv3293 51312.2 267 763 610 768 860 396 15.5 66.8 371.9 61.1 90.5 40.1
Rv3295 24805.3 198 223 184 163 152 195 31.8 42.4 33.8 17.0 11.1 62.9
Rv3296 161348.0 31 36 42 32 43 59 0.4 14.4 20.8 10.6 10.5 3.9
Rv3299c 105648.0 146 120 171 119 147 132 13.0 8.0 31.6 9.5 26.3 22.6
Rv3301c 24826.5 356 357 311 256 259 291 27.4 27.4 27.3 10.4 12.9 92.0
Rv3302c 62745.8 281 248 271 262 310 265 9.9 23.2 20.8 10.2 34.6 29.6
Rv3303c 51456.9 278 184 157 164 169 225 20.0 13.9 20.6 13.4 9.7 20.8
Rv3304 17456.6 99 113 109 95 105 113 3.1 15.0 12.4 14.9 9.2 10.8
Rv3305c 41227.1 194 191 206 205 206 200 24.3 6.9 13.9 16.8 23.1 21.7
Rv3306c 40740.3 140 221 264 301 188 226 1.8 52.1 48.6 18.0 62.2 61.9
Rv3307 27539.5 62 67 72 85 66 61 6.9 1.0 17.5 15.8 4.2 9.5
Rv3309c 21866.2 103 160 136 122 135 126 5.1 4.8 18.5 6.1 18.5 22.8
Rv3310 31807.0 86 106 76 55 58 72 3.8 5.3 12.2 8.7 9.2 14.1
Rv3311 45732.3 657 732 650 528 543 639 66.5 23.9 23.6 21.7 6.6 100.9
Rv3313c 39743.2 160 143 124 104 131 151 9.6 11.1 14.5 22.3 5.3 19.5
Rv3314c 44454.0 107 121 114 83 104 117 17.2 6.0 24.9 13.8 24.6 5.9
Rv3317 16886.7 66 52 44 45 56 47 8.8 3.2 12.4 3.1 11.9 1.5
Rv3318 64807.5 420 461 411 367 421 416 28.6 23.1 31.5 26.2 15.7 44.9
Rv3319 29334.9 194 217 187 159 178 181 10.2 29.4 10.5 15.2 19.6 20.3
Rv3328c 33530.2 49 52 46 48 58 50 5.9 2.0 4.7 4.5 3.3 6.8
Rv3329 47699.2 104 123 124 102 112 98 21.6 5.0 7.4 10.6 10.1 15.4
Rv3330 41682.3 124 103 69 56 60 92 10.7 10.2 8.2 10.0 13.4 9.9
Rv3334 16169.2 45 54 57 71 73 54 2.9 2.5 14.9 10.4 4.9 13.7
Rv3336c 36272.0 329 391 348 284 306 356 42.4 12.3 30.0 11.6 17.3 43.7
Rv3339c 45513.8 101 122 126 112 130 115 7.7 11.6 5.5 6.1 7.7 10.2
Rv3340 47371.2 211 392 421 347 354 232 24.2 30.7 45.8 27.0 9.4 6.3
Rv3341 39768.8 35 41 31 24 29 27 3.0 10.8 2.1 3.1 4.5 4.5
